TransactionID,OrderDate,Region,ProductID,Quantity,UnitPrice,DiscountPct,SalesAmount
TXN100159,2025-01-24,North,P001,1,51189,0,51189.0
TXN100160,2025-01-15,North,P006,2,6059,0,12118.0
TXN100161,2025-01-08,North,P011,1,2085,0,2085.0
TXN100162,2025-01-24,North,P020,3,6635,5,18909.75
TXN100163,2025-01-19,North,P018,2,12532,0,25064.0
TXN100164,2025-01-06,North,P012,1,1643,15,1396.55
TXN100165,2025-01-14,North,P011,3,2085,0,6255.0
TXN100166,2025-01-06,North,P012,4,1643,0,6572.0
TXN100167,2025-01-04,North,P012,2,1643,0,3286.0
TXN100168,2025-01-14,North,P012,3,1643,0,4929.0
TXN100169,2025-01-21,North,P011,1,2085,0,2085.0
TXN100170,2025-01-11,North,P010,2,1815,0,3630.0
TXN100171,2025-01-15,North,P004,3,56667,15,144500.85
TXN100172,2025-01-18,North,P002,5,15427,5,73278.25
TXN100173,2025-01-15,North,P009,2,7247,0,14494.0
TXN100174,2025-01-27,North,P006,5,6059,0,30295.0
TXN100175,2025-01-13,North,P017,4,326,0,1304.0
TXN100176,2025-01-08,North,P008,5,8440,5,40090.0
TXN100177,2025-01-21,North,P006,5,6059,0,30295.0
TXN100178,2025-01-05,North,P011,2,2085,0,4170.0
TXN100179,2025-01-04,North,P011,5,2085,0,10425.0
TXN100180,2025-01-21,North,P010,5,1815,10,8167.5
TXN100181,2025-01-04,North,P015,1,71,10,63.9
TXN100182,2025-01-03,North,P003,5,28854,5,137056.5
TXN100183,2025-01-25,North,P010,5,1815,0,9075.0
TXN100184,2025-01-06,North,P016,3,574,0,1722.0
TXN100185,2025-01-07,North,P018,4,12532,0,50128.0
TXN100186,2025-01-14,North,P010,4,1815,0,7260.0
TXN100187,2025-01-23,North,P018,3,12532,0,37596.0
TXN100188,2025-01-08,North,P002,3,15427,0,46281.0
TXN100189,2025-01-01,North,P002,5,15427,0,77135.0
TXN100190,2025-01-11,North,P001,3,51189,5,145888.65
TXN100191,2025-01-01,North,P003,2,28854,0,57708.0
TXN100192,2025-01-13,North,P006,5,6059,0,30295.0
TXN100193,2025-01-19,North,P015,3,71,0,213.0
TXN100194,2025-01-08,North,P020,2,6635,0,13270.0
TXN100195,2025-01-09,North,P014,4,465,0,1860.0
TXN100196,2025-01-20,North,P011,5,2085,0,10425.0
TXN100197,2025-01-18,North,P009,1,7247,5,6884.65
TXN100198,2025-01-10,North,P010,1,1815,0,1815.0
TXN100199,2025-01-16,North,P007,1,10164,0,10164.0
TXN100200,2025-01-18,North,P015,5,71,10,319.5
TXN100201,2025-01-23,North,P002,4,15427,0,61708.0
TXN100202,2025-01-23,North,P006,3,6059,0,18177.0
TXN100203,2025-01-13,North,P017,2,326,0,652.0
TXN100204,2025-01-15,North,P007,5,10164,0,50820.0
TXN100205,2025-01-18,North,P008,2,8440,0,16880.0
TXN100206,2025-01-07,North,P011,1,2085,0,2085.0
TXN100207,2025-01-09,North,P011,2,2085,0,4170.0
TXN100208,2025-01-10,North,P003,2,28854,0,57708.0
TXN100209,2025-01-08,North,P005,2,9455,10,17019.0
TXN100210,2025-01-17,North,P011,1,2085,0,2085.0
TXN100211,2025-01-12,North,P017,4,326,0,1304.0
TXN100212,2025-01-15,North,P015,1,71,5,67.45
TXN100213,2025-01-10,North,P001,1,51189,0,51189.0
TXN100214,2025-01-13,North,P016,1,574,0,574.0
TXN100215,2025-01-22,North,P018,2,12532,0,25064.0
TXN100216,2025-01-07,North,P019,5,8382,0,41910.0
TXN100217,2025-01-09,North,P015,2,71,0,142.0
TXN100218,2025-01-14,North,P015,2,71,0,142.0
TXN100219,2025-01-04,North,P017,4,326,0,1304.0
TXN100220,2025-01-23,North,P015,5,71,0,355.0
TXN100221,2025-01-17,North,P013,1,1187,0,1187.0
TXN100222,2025-01-07,North,P013,4,1187,5,4510.6
TXN100223,2025-01-24,North,P016,1,574,0,574.0
TXN100224,2025-01-11,North,P018,3,12532,0,37596.0
TXN100225,2025-01-18,North,P018,5,12532,0,62660.0
TXN100226,2025-01-20,North,P017,4,326,15,1108.4
TXN100227,2025-01-27,North,P016,2,574,5,1090.6
TXN100228,2025-01-05,North,P011,5,2085,0,10425.0
TXN100229,2025-01-17,North,P014,4,465,0,1860.0
TXN100230,2025-01-03,North,P011,1,2085,5,1980.75
TXN100231,2025-01-17,North,P006,1,6059,0,6059.0
TXN100232,2025-01-07,North,P010,5,1815,0,9075.0
TXN100233,2025-01-02,North,P009,1,7247,0,7247.0
TXN100234,2025-01-22,North,P019,4,8382,0,33528.0
TXN100235,2025-01-12,North,P009,1,7247,5,6884.65
TXN100236,2025-01-15,North,P001,4,51189,0,204756.0
TXN100237,2025-01-02,North,P011,3,2085,0,6255.0
TXN100238,2025-01-21,North,P002,2,15427,5,29311.3
TXN100239,2025-01-22,North,P012,4,1643,0,6572.0
TXN100240,2025-01-16,North,P019,1,8382,0,8382.0
TXN100241,2025-01-16,North,P006,5,6059,0,30295.0
TXN100242,2025-01-26,North,P008,3,8440,0,25320.0
TXN100243,2025-01-22,North,P015,4,71,0,284.0
TXN100244,2025-01-27,North,P002,1,15427,10,13884.3
TXN100245,2025-01-09,North,P018,4,12532,0,50128.0
TXN100246,2025-01-10,North,P015,3,71,0,213.0
TXN100247,2025-01-12,North,P017,4,326,0,1304.0
TXN100248,2025-01-19,North,P008,2,8440,5,16036.0
TXN100249,2025-01-09,North,P008,3,8440,0,25320.0
TXN100250,2025-01-27,North,P020,1,6635,0,6635.0
TXN100251,2025-01-02,North,P011,3,2085,0,6255.0
TXN100252,2025-01-08,North,P009,5,7247,0,36235.0
TXN100253,2025-01-04,North,P007,3,10164,0,30492.0
TXN100254,2025-01-04,North,P015,5,71,0,355.0
TXN100255,2025-01-06,North,P015,2,71,0,142.0
TXN100256,2025-01-06,North,P014,5,465,0,2325.0
TXN100257,2025-01-13,North,P006,2,6059,10,10906.2
TXN100258,2025-01-17,North,P006,1,6059,0,6059.0
TXN100259,2025-01-03,North,P006,5,6059,0,30295.0
TXN100260,2025-01-18,North,P002,2,15427,0,30854.0
TXN100261,2025-01-19,North,P007,4,10164,5,38623.2
TXN100262,2025-01-08,North,P005,1,9455,10,8509.5
TXN100263,2025-01-18,North,P007,3,10164,0,30492.0
TXN100264,2025-01-15,North,P003,2,28854,10,51937.2
TXN100265,2025-01-05,North,P005,3,9455,0,28365.0
TXN100266,2025-01-23,North,P019,1,8382,0,8382.0
TXN100267,2025-01-03,North,P019,3,8382,5,23888.7
TXN100268,2025-01-06,North,P004,1,56667,10,51000.3
TXN100269,2025-01-01,North,P016,1,574,0,574.0
TXN100270,2025-01-12,North,P018,4,12532,0,50128.0
TXN100271,2025-01-16,North,P002,2,15427,0,30854.0
TXN100272,2025-01-13,North,P015,3,71,0,213.0
TXN100273,2025-01-04,North,P006,5,6059,5,28780.25
TXN100274,2025-01-04,North,P010,5,1815,5,8621.25
TXN100275,2025-01-05,North,P008,4,8440,0,33760.0
TXN100276,2025-01-03,North,P019,2,8382,0,16764.0
TXN100277,2025-01-09,North,P018,4,12532,0,50128.0
TXN100278,2025-01-08,North,P008,1,8440,0,8440.0
TXN100279,2025-01-22,North,P012,1,1643,0,1643.0
TXN100280,2025-01-20,North,P012,2,1643,0,3286.0
TXN100281,2025-01-21,North,P005,2,9455,0,18910.0
TXN100282,2025-01-23,North,P014,5,465,10,2092.5
TXN100283,2025-01-06,North,P020,2,6635,10,11943.0
TXN100284,2025-01-24,North,P009,1,7247,0,7247.0
TXN100285,2025-01-25,North,P009,3,7247,0,21741.0
TXN100286,2025-01-20,North,P014,1,465,10,418.5
TXN100287,2025-01-15,North,P008,1,8440,0,8440.0
TXN100288,2025-01-22,North,P005,3,9455,10,25528.5
TXN100289,2025-01-26,North,P005,1,9455,0,9455.0
TXN100290,2025-01-01,North,P002,4,15427,0,61708.0
TXN100291,2025-01-11,North,P008,4,8440,0,33760.0
TXN100292,2025-01-01,North,P016,3,574,0,1722.0
TXN100293,2025-01-08,North,P015,2,71,0,142.0
TXN100294,2025-01-07,North,P020,2,6635,5,12606.5
TXN100295,2025-01-01,North,P001,3,51189,10,138210.3
TXN100296,2025-01-09,North,P015,2,71,0,142.0
TXN100297,2025-01-17,North,P009,5,7247,5,34423.25
TXN100298,2025-01-12,North,P009,3,7247,0,21741.0
TXN100299,2025-01-15,North,P017,4,326,0,1304.0
TXN100300,2025-01-21,North,P011,2,2085,0,4170.0
TXN100301,2025-01-02,North,P017,4,326,5,1238.8
TXN100302,2025-01-13,North,P002,5,15427,0,77135.0
TXN100303,2025-01-08,North,P011,3,2085,0,6255.0
TXN100304,2025-01-19,North,P016,2,574,0,1148.0
TXN100305,2025-01-11,North,P018,2,12532,0,25064.0
TXN100306,2025-01-13,North,P007,5,10164,0,50820.0
TXN100307,2025-01-10,North,P004,1,56667,0,56667.0
TXN100308,2025-01-21,North,P001,5,51189,0,255945.0
TXN100309,2025-01-24,North,P009,1,7247,0,7247.0
TXN100310,2025-01-19,North,P005,1,9455,0,9455.0
TXN100311,2025-01-25,North,P004,4,56667,0,226668.0
TXN100312,2025-01-19,North,P020,1,6635,10,5971.5
TXN100313,2025-01-07,North,P018,1,12532,0,12532.0
TXN100314,2025-01-18,North,P016,5,574,5,2726.5
TXN100315,2025-01-04,North,P020,2,6635,0,13270.0
TXN100316,2025-01-06,North,P016,3,574,15,1463.7
TXN100317,2025-01-16,North,P017,3,326,0,978.0
TXN100318,2025-01-02,North,P010,1,1815,0,1815.0
TXN100319,2025-01-10,North,P003,2,28854,0,57708.0
TXN100320,2025-01-10,North,P013,1,1187,15,1008.95
TXN100321,2025-01-17,North,P003,5,28854,0,144270.0
TXN100322,2025-01-14,North,P006,2,6059,10,10906.2
TXN100323,2025-01-19,North,P017,2,326,0,652.0
TXN100324,2025-01-26,North,P008,3,8440,0,25320.0
TXN100325,2025-01-17,North,P001,1,51189,0,51189.0
TXN100326,2025-01-11,North,P011,5,2085,0,10425.0
TXN100327,2025-01-20,North,P008,2,8440,0,16880.0
TXN100328,2025-01-16,North,P010,5,1815,0,9075.0
TXN100329,2025-01-16,North,P005,2,9455,10,17019.0
TXN100330,2025-01-14,North,P011,1,2085,10,1876.5
TXN100331,2025-01-26,North,P014,2,465,0,930.0
TXN100332,2025-01-01,North,P007,5,10164,0,50820.0
TXN100333,2025-01-06,North,P020,1,6635,0,6635.0
TXN100334,2025-01-11,North,P017,1,326,0,326.0
TXN100335,2025-01-03,North,P004,2,56667,0,113334.0
TXN100336,2025-01-03,North,P014,3,465,0,1395.0
TXN100337,2025-01-10,North,P017,2,326,0,652.0
TXN100338,2025-01-10,North,P006,3,6059,10,16359.3
TXN100339,2025-01-21,North,P001,3,51189,0,153567.0
TXN100340,2025-01-18,North,P003,5,28854,0,144270.0
TXN100341,2025-01-10,North,P005,3,9455,0,28365.0
TXN100342,2025-01-10,North,P001,5,51189,0,255945.0
TXN100343,2025-01-12,North,P013,4,1187,0,4748.0
TXN100344,2025-01-21,North,P003,1,28854,0,28854.0
TXN100345,2025-01-06,North,P004,2,56667,0,113334.0
TXN100346,2025-01-16,North,P013,5,1187,0,5935.0
TXN100347,2025-01-14,North,P017,5,326,0,1630.0
TXN100348,2025-01-04,North,P007,4,10164,0,40656.0
TXN100349,2025-01-11,North,P010,1,1815,0,1815.0
TXN100350,2025-01-09,North,P006,1,6059,0,6059.0
TXN100351,2025-01-13,North,P014,5,465,5,2208.75
TXN100352,2025-01-06,North,P005,1,9455,0,9455.0
TXN100353,2025-01-19,North,P002,4,15427,0,61708.0
TXN100354,2025-01-21,North,P007,5,10164,0,50820.0
TXN100355,2025-01-02,North,P018,2,12532,0,25064.0
TXN100356,2025-01-09,North,P011,4,2085,0,8340.0
TXN100357,2025-01-22,North,P013,5,1187,0,5935.0
TXN100358,2025-01-04,North,P003,1,28854,0,28854.0
TXN100359,2025-01-22,North,P014,3,465,0,1395.0
TXN100360,2025-01-12,North,P010,3,1815,5,5172.75
TXN100361,2025-01-24,North,P010,4,1815,0,7260.0
TXN100362,2025-01-11,North,P013,2,1187,0,2374.0
TXN100363,2025-01-11,North,P016,5,574,0,2870.0
TXN100364,2025-01-02,North,P011,2,2085,10,3753.0
TXN100365,2025-01-19,North,P014,2,465,10,837.0
TXN100366,2025-01-04,North,P002,4,15427,0,61708.0
TXN100367,2025-01-26,North,P019,5,8382,15,35623.5
TXN100368,2025-01-22,North,P002,2,15427,0,30854.0
TXN100369,2025-01-03,North,P003,5,28854,0,144270.0
TXN100370,2025-01-25,North,P006,4,6059,0,24236.0
TXN100371,2025-01-19,North,P013,4,1187,0,4748.0
TXN100372,2025-01-17,North,P001,4,51189,10,184280.4
TXN100373,2025-01-08,North,P016,3,574,0,1722.0
TXN100374,2025-01-19,North,P017,1,326,10,293.4
TXN100375,2025-01-16,North,P015,1,71,0,71.0
TXN100376,2025-01-05,North,P001,3,51189,0,153567.0
TXN100377,2025-01-15,North,P005,4,9455,0,37820.0
TXN100378,2025-01-15,North,P006,2,6059,0,12118.0
TXN100379,2025-01-01,North,P010,5,1815,0,9075.0
TXN100380,2025-01-05,North,P020,5,6635,15,28198.75
TXN100381,2025-01-11,North,P018,3,12532,0,37596.0
TXN100382,2025-01-17,North,P012,2,1643,0,3286.0
TXN100383,2025-01-22,South,P012,2,1643,0,3286.0
TXN100384,2025-01-05,South,P009,3,7247,0,21741.0
TXN100385,2025-01-15,South,P004,2,56667,0,113334.0
TXN100386,2025-01-24,South,P017,1,326,10,293.4
TXN100387,2025-01-11,South,P011,2,2085,0,4170.0
TXN100388,2025-01-11,South,P001,5,51189,0,255945.0
TXN100389,2025-01-24,South,P008,5,8440,0,42200.0
TXN100390,2025-01-16,South,P012,5,1643,15,6982.75
TXN100391,2025-01-21,South,P014,2,465,0,930.0
TXN100392,2025-01-13,South,P011,4,2085,0,8340.0
TXN100393,2025-01-16,South,P015,2,71,5,134.9
TXN100394,2025-01-09,South,P018,2,12532,0,25064.0
TXN100395,2025-01-12,South,P015,3,71,0,213.0
TXN100396,2025-01-18,South,P019,4,8382,15,28498.8
TXN100397,2025-01-23,South,P020,3,6635,10,17914.5
TXN100398,2025-01-21,South,P005,3,9455,10,25528.5
TXN100399,2025-01-13,South,P014,4,465,5,1767.0
TXN100400,2025-01-04,South,P007,2,10164,0,20328.0
TXN100401,2025-01-26,South,P020,5,6635,0,33175.0
TXN100402,2025-01-18,South,P015,5,71,0,355.0
TXN100403,2025-01-14,South,P020,1,6635,0,6635.0
TXN100404,2025-01-19,South,P015,1,71,0,71.0
TXN100405,2025-01-14,South,P001,2,51189,0,102378.0
TXN100406,2025-01-04,South,P002,4,15427,10,55537.2
TXN100407,2025-01-06,South,P010,5,1815,0,9075.0
TXN100408,2025-01-11,South,P018,1,12532,0,12532.0
TXN100409,2025-01-08,South,P015,1,71,0,71.0
TXN100410,2025-01-20,South,P020,5,6635,0,33175.0
TXN100411,2025-01-16,South,P001,5,51189,0,255945.0
TXN100412,2025-01-03,South,P011,2,2085,0,4170.0
TXN100413,2025-01-16,South,P007,3,10164,0,30492.0
TXN100414,2025-01-20,South,P010,4,1815,5,6897.0
TXN100415,2025-01-20,South,P018,1,12532,0,12532.0
TXN100416,2025-01-27,South,P009,1,7247,10,6522.3
TXN100417,2025-01-18,South,P006,5,6059,0,30295.0
TXN100418,2025-01-12,South,P011,5,2085,0,10425.0
TXN100419,2025-01-23,South,P011,4,2085,0,8340.0
TXN100420,2025-01-08,South,P015,4,71,0,284.0
TXN100421,2025-01-07,South,P011,1,2085,0,2085.0
TXN100422,2025-01-04,South,P008,4,8440,0,33760.0
TXN100423,2025-01-05,South,P004,1,56667,0,56667.0
TXN100424,2025-01-20,South,P011,4,2085,5,7923.0
TXN100425,2025-01-08,South,P016,2,574,0,1148.0
TXN100426,2025-01-21,South,P001,3,51189,0,153567.0
TXN100427,2025-01-03,South,P001,4,51189,5,194518.2
TXN100428,2025-01-11,South,P006,4,6059,0,24236.0
TXN100429,2025-01-15,South,P001,1,51189,0,51189.0
TXN100430,2025-01-23,South,P013,3,1187,0,3561.0
TXN100431,2025-01-19,South,P014,5,465,15,1976.25
TXN100432,2025-01-23,South,P012,1,1643,0,1643.0
TXN100433,2025-01-27,South,P018,3,12532,5,35716.2
TXN100434,2025-01-11,South,P009,5,7247,0,36235.0
TXN100435,2025-01-26,South,P016,3,574,0,1722.0
TXN100436,2025-01-26,South,P005,1,9455,0,9455.0
TXN100437,2025-01-23,South,P008,3,8440,5,24054.0
TXN100438,2025-01-21,South,P019,5,8382,0,41910.0
TXN100439,2025-01-07,South,P016,5,574,0,2870.0
TXN100440,2025-01-01,South,P012,4,1643,0,6572.0
TXN100441,2025-01-20,South,P015,2,71,0,142.0
TXN100442,2025-01-07,South,P013,4,1187,0,4748.0
TXN100443,2025-01-08,South,P010,1,1815,0,1815.0
TXN100444,2025-01-01,South,P012,2,1643,5,3121.7
TXN100445,2025-01-05,South,P009,1,7247,5,6884.65
TXN100446,2025-01-11,South,P018,3,12532,0,37596.0
TXN100447,2025-01-18,South,P009,3,7247,0,21741.0
TXN100448,2025-01-27,South,P011,5,2085,15,8861.25
TXN100449,2025-01-19,South,P013,1,1187,0,1187.0
TXN100450,2025-01-21,South,P008,3,8440,0,25320.0
TXN100451,2025-01-09,South,P019,5,8382,15,35623.5
TXN100452,2025-01-18,South,P005,3,9455,0,28365.0
TXN100453,2025-01-26,South,P003,2,28854,0,57708.0
TXN100454,2025-01-02,South,P018,2,12532,0,25064.0
TXN100455,2025-01-10,South,P019,4,8382,0,33528.0
TXN100456,2025-01-09,South,P010,5,1815,0,9075.0
TXN100457,2025-01-04,South,P005,3,9455,0,28365.0
TXN100458,2025-01-15,South,P003,2,28854,0,57708.0
TXN100459,2025-01-27,South,P020,5,6635,0,33175.0
TXN100460,2025-01-03,South,P008,4,8440,0,33760.0
TXN100461,2025-01-23,South,P004,2,56667,0,113334.0
TXN100462,2025-01-02,South,P016,1,574,0,574.0
TXN100463,2025-01-02,South,P018,4,12532,0,50128.0
TXN100464,2025-01-10,South,P001,1,51189,0,51189.0
TXN100465,2025-01-21,South,P009,4,7247,0,28988.0
TXN100466,2025-01-03,South,P020,3,6635,5,18909.75
TXN100467,2025-01-05,South,P011,4,2085,10,7506.0
